@relation 'MultiLabelData-weka.filters.unsupervised.attribute.Remove-V-R61,88,84,96,79,23,97,62,87,57,60,24,104-117'

@attribute Att61 numeric
@attribute Att88 numeric
@attribute Att84 numeric
@attribute Att96 numeric
@attribute Att79 numeric
@attribute Att23 numeric
@attribute Att97 numeric
@attribute Att62 numeric
@attribute Att87 numeric
@attribute Att57 numeric
@attribute Att60 numeric
@attribute Att24 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}

@data
0.000183,0.079908,0.181621,0.141083,0.081243,-0.136198,-0.094158,-0.031358,0.141411,0.102386,-0.008378,-0.202039,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.002329,-0.060733,-0.088318,-0.051628,-0.005145,-0.056901,0.076976,0.029702,-0.043964,0.130394,0.002143,-0.010667,0,1,1,0,0,0,0,0,0,0,0,1,1,0
-0.122033,-0.040559,-0.064842,-0.026343,0.099409,0.174437,-0.029955,-0.058251,-0.018533,0.027463,-0.121236,-0.130353,0,0,0,0,0,0,0,1,1,0,0,1,1,0
0.015507,-0.02905,0.007853,0.001305,-0.065101,-0.080748,-0.046649,0.017262,0.002153,0.190243,0.049229,-0.187375,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.094373,0.0486,0.094863,0.219356,0.052211,-0.100998,-0.147365,0.110482,0.092348,0.138829,0.139667,-0.005184,0,0,0,1,1,0,0,0,0,0,0,0,0,0
-0.186551,-0.037528,-0.072071,-0.040389,-0.147398,0.233601,0.081635,-0.206885,-0.01477,-0.163597,-0.14603,0.205581,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.045779,0.008299,-0.052443,0.016471,0.195808,-0.139469,-0.037647,-0.125474,-0.029546,0.129075,0.184828,-0.18511,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0.061019,0.059464,0.078222,0.08399,-0.032069,-0.014526,-0.024083,0.168635,0.117772,0.008532,0.070901,-0.043067,0,0,0,0,0,1,1,0,0,0,1,1,0,0
0.046279,-0.061167,-0.001321,-0.049868,0.122346,-0.03782,-0.034398,0.095132,-0.047384,-0.03924,0.027166,-0.0473,0,0,1,1,0,0,0,0,0,1,1,1,1,0
0.206878,-0.045155,0.02266,0.261893,0.020568,-0.04383,-0.096976,0.262203,0.164228,-0.011882,0.141118,0.016015,0,1,1,0,1,1,0,0,0,0,0,1,1,0
-0.002572,0.032564,-0.083992,0.230689,-0.091951,0.059222,-0.085757,0.114242,-0.005779,-0.110295,-0.074557,0.084468,0,0,1,1,0,0,1,1,0,0,0,1,1,0
0.043221,-0.042381,-0.050465,-0.025104,0.06945,-0.121537,-0.008928,-0.074339,-0.010315,0.027485,0.077358,-0.083669,0,0,0,0,1,1,0,0,0,0,0,0,0,0
-0.116319,0.111911,0.07232,0.081344,-0.154449,0.138562,-0.136801,-0.093337,0.050437,-0.172087,-0.185821,0.106231,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.011394,-0.172206,-0.007846,0.006206,0.100416,-0.108013,-0.13851,0.085596,0.095405,0.076945,0.068071,-0.107739,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.043707,-0.050823,-0.047564,-0.074637,-0.019625,-0.019618,0.226724,-0.040434,-0.025737,0.005242,-0.118003,0.085593,0,0,0,0,1,1,0,0,0,0,0,1,1,0
-0.00923,-0.051564,-0.078964,-0.036833,-0.121865,0.205612,-0.008062,-0.012635,0.052467,-0.235044,0.085821,0.108424,0,1,1,0,1,1,0,1,1,0,0,1,1,0
0.05502,-0.072,-0.086195,-0.052251,-0.051963,0.087155,-0.06273,-0.06084,0.011761,-0.045203,-0.024347,0.096611,1,0,1,1,0,0,0,0,0,0,0,1,1,0
0.061773,-0.068654,-0.017068,-0.128916,0.100348,-0.138267,0.034412,-0.043373,-0.140503,-0.039286,0.083306,-0.111987,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.028137,0.030333,0.000713,0.048156,0.032025,-0.050759,0.046228,0.130723,0.041066,-0.010823,-0.072419,-0.112975,0,0,0,0,0,1,1,1,0,1,1,1,1,0
0.068105,0.114004,-0.028752,0.136065,0.034678,-0.032698,-0.092331,-0.018853,0.218709,-0.013499,0.004868,-0.117159,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.007518,-0.179757,-0.018137,-0.133004,-0.017576,-0.007394,0.232468,-0.074098,-0.202196,0.10173,-0.022878,-0.025206,0,1,1,0,0,0,0,0,0,0,0,1,1,0
0.122922,-0.024453,-0.053751,-0.015015,-0.048106,0.088686,-0.018506,0.198857,-0.006789,-0.122795,0.043518,0.069152,1,1,0,0,0,1,1,1,0,0,0,1,1,0
0.069091,-0.038217,-0.06521,0.008003,0.043838,-0.157614,-0.023249,-0.097341,-0.012277,0.163758,0.046736,-0.262575,0,0,0,0,1,1,0,0,0,0,0,0,0,0
-0.023884,-0.047583,-0.068989,-0.037723,0.073676,-0.053079,-0.04097,0.043774,-0.03506,-0.051649,0.038022,-0.01937,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.021293,-0.009701,-0.055042,-0.021301,-0.09123,0.113468,-0.009364,-0.023776,0.005197,0.018881,-0.011438,0.14166,1,1,0,0,0,0,1,1,0,0,0,1,1,0
-0.09582,-0.018213,0.294445,0.262109,-0.128189,0.03148,-0.094884,-0.047184,0.184493,0.035741,-0.075966,0.024201,1,1,1,0,0,0,0,0,0,0,0,1,1,0
0.031799,0.061535,-0.060977,-0.101843,0.003875,-0.045035,0.068562,0.006772,-0.060787,0.17534,0.053797,0.01829,0,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.234837,-0.059192,-0.063549,-0.044078,-0.157661,0.199944,0.211345,-0.140428,-0.107067,-0.166817,-0.106474,0.18201,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.020123,0.054085,-0.049127,-0.080045,0.018873,0.072465,-0.005563,-0.049659,-0.091533,-0.031575,-0.080173,0.053653,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0.097953,0.013159,0.227325,-0.088526,0.031929,0.111296,-0.047965,0.054155,-0.093608,0.045179,0.101862,-0.023341,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.040122,0.241628,0.319168,0.180836,0.309053,-0.106737,-0.046681,0.05905,0.038562,0.015212,0.086654,-0.089132,1,1,0,0,0,1,1,1,0,0,0,1,1,0
0.15118,0.326578,-0.055934,-0.02548,0.227579,-0.188177,-0.003833,0.177406,-0.020494,-0.018249,0.132376,-0.154931,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.022256,-0.040768,-0.05849,-0.023705,0.082852,-0.006815,-0.020085,0.154367,-0.015535,0.125106,-0.033082,0.023139,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0.212461,-0.031274,0.058415,0.120768,0.140554,-0.138777,-0.123458,0.135059,-0.00635,-0.032881,0.200061,-0.118138,0,0,0,0,1,1,0,0,0,1,1,1,1,0
0.083643,-0.010224,0.016864,-0.008802,-0.033258,-0.142414,-0.036718,-0.062855,-0.031018,0.21986,-0.026795,-0.063405,1,1,1,0,0,0,0,0,0,0,0,0,0,0
-0.303186,0.165748,0.094738,0.122897,-0.149001,0.18968,-0.115007,-0.118037,0.049159,-0.11946,-0.072895,0.185099,0,0,0,1,1,0,0,1,1,0,0,1,1,0
0.186652,0.150675,0.229542,0.151212,0.005926,0.077739,-0.098645,0.070775,0.197244,-0.077051,0.148004,0.038643,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.052825,-0.064046,-0.093766,-0.046205,0.031198,-0.142936,0.134529,-0.003689,-0.054204,0.111441,0.007799,-0.141428,0,0,0,0,1,1,0,0,0,0,0,1,1,0
-0.051764,0.175058,0.335867,0.316051,-0.057509,-0.018751,-0.055191,0.018543,0.03423,0.087965,-0.023751,-0.010761,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0.017602,-0.055644,-0.043389,-0.042974,0.042977,-0.18913,-0.046936,-0.034956,-0.039079,0.098749,0.024492,-0.10206,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.019346,-0.054528,-0.022825,-0.059378,0.089245,-0.010614,-0.055967,-0.038689,-0.079497,-0.064913,0.098416,-0.011432,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.096624,-0.033348,-0.051276,-0.028621,-0.124927,0.108911,-0.007162,0.071265,0.001563,0.143231,-0.048777,0.116232,0,1,1,1,0,0,0,0,0,0,0,1,1,0
0.038071,-0.053787,0.201985,-0.075665,0.07235,0.070105,0.136992,0.052687,-0.077403,-0.114649,0.000573,0.010474,0,1,1,0,1,1,0,1,1,0,0,1,1,0
0.043685,0.241553,-0.011714,0.287635,0.087617,-0.015625,-0.058427,0.053417,-0.054372,0.126337,0.019619,-0.077245,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0.015329,-0.041009,-0.0316,-0.030195,0.026477,0.026623,-0.031039,-0.086121,-0.026316,-0.038534,0.018886,0.032272,0,0,0,0,1,1,1,1,1,0,0,1,1,0
0.013964,0.054284,-0.05587,-0.028402,0.066927,-0.02474,-0.014122,-0.055733,-0.021499,0.062829,0.004028,-0.02893,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.134937,-0.05892,0.271403,0.002118,0.104374,-0.124502,-0.058516,0.083295,0.388093,0.192733,0.107795,-0.095918,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0.013219,-0.037134,-0.059288,-0.05293,-0.084036,0.209489,0.243441,0.006619,-0.051972,-0.143555,0.051354,0.09223,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0.072533,-0.058988,-0.075606,-0.051574,0.013189,0.018158,0.033709,0.108717,-0.051557,-0.057618,0.097645,-0.024908,1,1,1,1,0,0,0,0,0,0,0,1,1,0
-0.035534,-0.021847,-0.070952,-0.042647,-0.013016,-0.045453,-0.046751,0.119223,-0.029716,0.055588,0.010981,-0.137451,0,1,1,0,0,0,0,0,0,0,0,1,1,0
0.019938,-0.047479,-0.02808,-0.033506,0.164481,-0.021589,-0.021318,0.061872,0.017013,-0.002401,-0.030644,-0.083354,0,1,1,0,0,0,0,1,1,0,0,1,1,0
-0.029029,0.033787,0.086245,-0.135886,0.094674,-0.138052,-0.028564,-0.120901,-0.087932,0.026428,-0.039817,-0.088894,0,1,1,0,0,0,1,1,0,0,0,1,1,0
-0.029111,-0.076657,-0.069732,-0.069769,0.036869,-0.008597,0.275099,0.005982,-0.071624,0.020163,-0.002316,0.072907,1,1,0,0,1,1,0,0,0,0,0,1,1,0
-0.226282,0.180266,-0.021301,-0.047485,-0.15932,0.110925,-0.069981,-0.118994,0.282452,-0.150061,-0.117209,0.14787,0,0,0,0,1,1,0,0,0,0,0,0,0,0
-0.093559,-0.0714,0.019908,-0.070205,-0.003204,0.049568,0.022134,-0.067187,-0.060302,0.025425,-0.190931,0.082003,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.00551,-0.068969,0.118049,-0.064529,-0.035439,0.123266,-0.067804,-0.028715,-0.067399,-0.033735,-0.023416,0.111372,0,1,1,0,0,0,0,0,1,1,0,1,1,0
0.035229,-0.066458,-0.047986,-0.088115,0.096923,-0.059301,-0.048167,0.053071,-0.090145,0.076915,0.023416,-0.037521,0,1,1,0,0,0,0,0,0,1,1,1,1,0
